match_id,season,team,player,runs,balls_faced,strike_rate,wickets,fours,sixes
4,2019,KKR,Shreyas Iyer,41,41,100.0,0,3,1
4,2019,KKR,Venkatesh Iyer,0,5,0.0,1,0,0
4,2019,KKR,Sunil Narine,34,39,87.18,0,2,0
4,2019,KKR,Andre Russell,41,41,100.0,0,3,1
4,2019,KKR,Pat Cummins,12,12,100.0,0,0,0
5,2019,RCB,Virat Kohli,55,64,85.94,0,4,1
5,2019,RCB,Faf du Plessis,11,11,100.0,0,0,0
5,2019,RCB,Glenn Maxwell,10,12,83.33,0,0,0
5,2019,RCB,Mohammed Siraj,36,36,100.0,0,2,0
5,2019,RCB,Dinesh Karthik,61,61,100.0,0,4,1
5,2019,LSG,KL Rahul,3,3,100.0,0,0,0
5,2019,LSG,Quinton de Kock,40,40,100.0,0,3,1
5,2019,LSG,Marcus Stoinis,41,41,100.0,0,3,1
5,2019,LSG,Avesh Khan,20,20,100.0,0,1,0
5,2019,LSG,Ravi Bishnoi,0,3,0.0,0,0,0
6,2019,MI,Rohit Sharma,0,3,0.0,0,0,0
6,2019,MI,Ishan Kishan,10,10,100.0,0,0,0
6,2019,MI,Suryakumar Yadav,66,66,100.0,0,4,1
6,2019,MI,Jasprit Bumrah,14,14,100.0,1,1,0
6,2019,MI,Hardik Pandya,7,7,100.0,0,0,0
6,2019,RCB,Virat Kohli,9,9,100.0,0,0,0
6,2019,RCB,Faf du Plessis,74,74,100.0,1,5,1
6,2019,RCB,Glenn Maxwell,28,28,100.0,1,2,0
6,2019,RCB,Mohammed Siraj,45,45,100.0,0,3,1
6,2019,RCB,Dinesh Karthik,62,65,95.38,0,4,1
7,2019,KKR,Shreyas Iyer,46,46,100.0,1,3,1
7,2019,KKR,Venkatesh Iyer,10,10,100.0,0,0,0
7,2019,KKR,Sunil Narine,7,7,100.0,0,0,0
7,2019,KKR,Andre Russell,47,48,97.92,1,3,1
7,2019,KKR,Pat Cummins,0,0,0.0,0,0,0
7,2019,GT,Hardik Pandya,15,15,100.0,0,1,0
7,2019,GT,Shubman Gill,3,3,100.0,0,0,0
7,2019,GT,David Miller,80,80,100.0,0,6,2
7,2019,GT,Mohammed Shami,20,20,100.0,0,1,0
7,2019,GT,Rashid Khan,12,12,100.0,3,0,0
8,2019,DC,David Warner,91,91,100.0,0,6,2
8,2019,DC,Prithvi Shaw,19,19,100.0,0,1,0
8,2019,DC,Axar Patel,9,9,100.0,0,0,0
8,2019,DC,Anrich Nortje,26,28,92.86,0,1,0
8,2019,DC,Rishabh Pant,1,1,100.0,0,0,0
8,2019,RR,Sanju Samson,66,66,100.0,0,4,1
8,2019,RR,Jos Buttler,4,4,100.0,0,0,0
8,2019,RR,Yashasvi Jaiswal,118,142,83.1,0,8,2
8,2019,RR,Trent Boult,31,31,100.0,1,2,0
8,2019,RR,Ravichandran Ashwin,7,7,100.0,0,0,0
9,2019,MI,Rohit Sharma,12,12,100.0,0,0,0
9,2019,MI,Ishan Kishan,28,28,100.0,0,2,0
9,2019,MI,Suryakumar Yadav,2,2,100.0,1,0,0
9,2019,MI,Jasprit Bumrah,10,11,90.91,0,0,0
9,2019,MI,Hardik Pandya,1,1,100.0,0,0,0
9,2019,SRH,Shikhar Dhawan,31,31,100.0,0,2,0
9,2019,SRH,Abhishek Sharma,20,20,100.0,0,1,0
9,2019,SRH,Umran Malik,29,29,100.0,0,2,0
9,2019,SRH,Marco Jansen,32,32,100.0,0,2,0
9,2019,SRH,Heinrich Klaasen,77,92,83.7,0,5,1
10,2019,CSK,MS Dhoni,11,11,100.0,0,0,0
10,2019,CSK,Ruturaj Gaikwad,72,72,100.0,1,5,1
10,2019,CSK,Devon Conway,8,8,100.0,0,0,0
10,2019,CSK,Deepak Chahar,47,47,100.0,0,3,1
10,2019,CSK,Ravindra Jadeja,21,23,91.3,0,1,0
10,2019,DC,David Warner,2,2,100.0,1,0,0
10,2019,DC,Prithvi Shaw,64,64,100.0,0,4,1
10,2019,DC,Axar Patel,11,11,100.0,0,0,0
10,2019,DC,Anrich Nortje,36,36,100.0,1,2,0
10,2019,DC,Rishabh Pant,61,61,100.0,1,4,1
11,2019,DC,David Warner,28,28,100.0,0,2,0
11,2019,DC,Prithvi Shaw,4,4,100.0,1,0,0
11,2019,DC,Axar Patel,26,26,100.0,0,1,0
11,2019,DC,Anrich Nortje,2,2,100.0,0,0,0
11,2019,DC,Rishabh Pant,0,5,0.0,0,0,0
11,2019,GT,Hardik Pandya,22,22,100.0,0,1,0
11,2019,GT,Shubman Gill,29,29,100.0,0,2,0
11,2019,GT,David Miller,34,34,100.0,0,2,0
11,2019,GT,Mohammed Shami,11,11,100.0,0,0,0
11,2019,GT,Rashid Khan,29,29,100.0,1,2,0
12,2019,CSK,MS Dhoni,30,30,100.0,0,2,0
12,2019,CSK,Ruturaj Gaikwad,2,2,100.0,0,0,0
12,2019,CSK,Devon Conway,8,8,100.0,0,0,0
12,2019,CSK,Deepak Chahar,101,101,100.0,0,7,2
12,2019,CSK,Ravindra Jadeja,62,74,83.78,0,4,1
12,2019,SRH,Shikhar Dhawan,44,44,100.0,0,3,1
12,2019,SRH,Abhishek Sharma,24,24,100.0,0,1,0
12,2019,SRH,Umran Malik,6,6,100.0,0,0,0
12,2019,SRH,Marco Jansen,9,9,100.0,0,0,0
12,2019,SRH,Heinrich Klaasen,29,29,100.0,0,2,0
13,2019,GT,Hardik Pandya,78,78,100.0,2,5,1
13,2019,GT,Shubman Gill,68,68,100.0,0,5,1
13,2019,GT,David Miller,0,1,0.0,2,0,0
13,2019,GT,Mohammed Shami,15,15,100.0,3,1,0
13,2019,GT,Rashid Khan,92,92,100.0,1,6,2
13,2019,LSG,KL Rahul,9,9,100.0,0,0,0
13,2019,LSG,Quinton de Kock,53,53,100.0,0,3,1
13,2019,LSG,Marcus Stoinis,5,5,100.0,0,0,0
13,2019,LSG,Avesh Khan,77,77,100.0,0,5,1
13,2019,LSG,Ravi Bishnoi,23,23,100.0,0,1,0
14,2019,KKR,Shreyas Iyer,26,26,100.0,4,1,0
14,2019,KKR,Venkatesh Iyer,4,4,100.0,0,0,0
14,2019,KKR,Sunil Narine,58,58,100.0,0,4,1
14,2019,KKR,Andre Russell,33,36,91.67,0,2,0
14,2019,KKR,Pat Cummins,12,12,100.0,0,0,0
14,2019,DC,David Warner,46,47,97.87,1,3,1
14,2019,DC,Prithvi Shaw,56,56,100.0,2,4,1
14,2019,DC,Axar Patel,20,20,100.0,0,1,0
14,2019,DC,Anrich Nortje,44,44,100.0,0,3,1
14,2019,DC,Rishabh Pant,33,37,89.19,1,2,0
15,2019,MI,Rohit Sharma,61,61,100.0,0,4,1
15,2019,MI,Ishan Kishan,13,13,100.0,0,0,0
15,2019,MI,Suryakumar Yadav,24,24,100.0,0,1,0
15,2019,MI,Jasprit Bumrah,17,17,100.0,0,1,0
15,2019,MI,Hardik Pandya,9,9,100.0,0,0,0
15,2019,DC,David Warner,0,0,0.0,0,0,0
15,2019,DC,Prithvi Shaw,48,50,96.0,0,3,1
15,2019,DC,Axar Patel,3,3,100.0,0,0,0
15,2019,DC,Anrich Nortje,41,41,100.0,0,3,1
15,2019,DC,Rishabh Pant,27,27,100.0,0,2,0
16,2019,DC,David Warner,1,1,100.0,0,0,0
16,2019,DC,Prithvi Shaw,21,21,100.0,0,1,0
16,2019,DC,Axar Patel,36,36,100.0,3,2,0
16,2019,DC,Anrich Nortje,20,20,100.0,0,1,0
16,2019,DC,Rishabh Pant,44,54,81.48,0,3,1
16,2019,PBKS,Shikhar Dhawan,16,16,100.0,0,1,0
16,2019,PBKS,Jonny Bairstow,0,5,0.0,3,0,0
16,2019,PBKS,Liam Livingstone,50,55,90.91,0,3,1
16,2019,PBKS,Arshdeep Singh,14,14,100.0,0,1,0
16,2019,PBKS,Sam Curran,4,4,100.0,0,0,0
17,2019,KKR,Shreyas Iyer,22,22,100.0,0,1,0
17,2019,KKR,Venkatesh Iyer,30,30,100.0,0,2,0
17,2019,KKR,Sunil Narine,86,89,96.63,0,6,2
17,2019,KKR,Andre Russell,22,22,100.0,0,1,0
17,2019,KKR,Pat Cummins,15,15,100.0,0,1,0
17,2019,PBKS,Shikhar Dhawan,12,12,100.0,1,0,0
17,2019,PBKS,Jonny Bairstow,0,3,0.0,0,0,0
17,2019,PBKS,Liam Livingstone,1,1,100.0,0,0,0
17,2019,PBKS,Arshdeep Singh,54,54,100.0,0,4,1
17,2019,PBKS,Sam Curran,17,17,100.0,0,1,0
18,2019,SRH,Shikhar Dhawan,18,18,100.0,0,1,0
18,2019,SRH,Abhishek Sharma,5,5,100.0,0,0,0
18,2019,SRH,Umran Malik,14,14,100.0,0,1,0
18,2019,SRH,Marco Jansen,28,28,100.0,0,2,0
18,2019,SRH,Heinrich Klaasen,13,13,100.0,0,0,0
18,2019,LSG,KL Rahul,19,19,100.0,1,1,0
18,2019,LSG,Quinton de Kock,30,30,100.0,0,2,0
18,2019,LSG,Marcus Stoinis,2,2,100.0,0,0,0
18,2019,LSG,Avesh Khan,0,2,0.0,0,0,0
18,2019,LSG,Ravi Bishnoi,78,78,100.0,0,5,1
19,2019,PBKS,Shikhar Dhawan,13,13,100.0,0,0,0
19,2019,PBKS,Jonny Bairstow,17,17,100.0,0,1,0
19,2019,PBKS,Liam Livingstone,79,86,91.86,0,5,1
19,2019,PBKS,Arshdeep Singh,90,90,100.0,1,6,2
19,2019,PBKS,Sam Curran,6,6,100.0,0,0,0
19,2019,RR,Sanju Samson,2,2,100.0,0,0,0
19,2019,RR,Jos Buttler,2,2,100.0,0,0,0
19,2019,RR,Yashasvi Jaiswal,2,2,100.0,0,0,0
19,2019,RR,Trent Boult,52,52,100.0,0,3,1
19,2019,RR,Ravichandran Ashwin,47,47,100.0,0,3,1
20,2019,KKR,Shreyas Iyer,3,3,100.0,0,0,0
20,2019,KKR,Venkatesh Iyer,27,27,100.0,1,2,0
20,2019,KKR,Sunil Narine,37,37,100.0,1,2,0
20,2019,KKR,Andre Russell,9,9,100.0,0,0,0
20,2019,KKR,Pat Cummins,38,38,100.0,1,2,0
20,2019,LSG,KL Rahul,130,130,100.0,0,9,3
20,2019,LSG,Quinton de Kock,13,13,100.0,1,0,0
20,2019,LSG,Marcus Stoinis,11,11,100.0,2,0,0
20,2019,LSG,Avesh Khan,54,54,100.0,0,4,1
20,2019,LSG,Ravi Bishnoi,38,40,95.0,1,2,0
21,2019,MI,Rohit Sharma,3,3,100.0,1,0,0
21,2019,MI,Ishan Kishan,19,20,95.0,1,1,0
21,2019,MI,Suryakumar Yadav,10,10,100.0,1,0,0
21,2019,MI,Jasprit Bumrah,13,13,100.0,0,0,0
21,2019,MI,Hardik Pandya,66,66,100.0,0,4,1
21,2019,PBKS,Shikhar Dhawan,10,10,100.0,2,0,0
21,2019,PBKS,Jonny Bairstow,84,84,100.0,0,6,2
21,2019,PBKS,Liam Livingstone,27,31,87.1,0,2,0
21,2019,PBKS,Arshdeep Singh,9,10,90.0,0,0,0
21,2019,PBKS,Sam Curran,31,31,100.0,1,2,0
22,2019,KKR,Shreyas Iyer,43,43,100.0,1,3,1
22,2019,KKR,Venkatesh Iyer,2,2,100.0,0,0,0
22,2019,KKR,Sunil Narine,1,1,100.0,0,0,0
22,2019,KKR,Andre Russell,16,16,100.0,1,1,0
22,2019,KKR,Pat Cummins,12,12,100.0,0,0,0
22,2019,SRH,Shikhar Dhawan,4,4,100.0,1,0,0
22,2019,SRH,Abhishek Sharma,26,26,100.0,0,1,0
22,2019,SRH,Umran Malik,2,2,100.0,0,0,0
22,2019,SRH,Marco Jansen,2,2,100.0,1,0,0
22,2019,SRH,Heinrich Klaasen,34,34,100.0,0,2,0
23,2019,RCB,Virat Kohli,2,2,100.0,3,0,0
23,2019,RCB,Faf du Plessis,13,13,100.0,0,0,0
23,2019,RCB,Glenn Maxwell,46,46,100.0,2,3,1
23,2019,RCB,Mohammed Siraj,119,119,100.0,1,8,2
23,2019,RCB,Dinesh Karthik,13,13,100.0,0,0,0
23,2019,PBKS,Shikhar Dhawan,42,52,80.77,0,3,1
23,2019,PBKS,Jonny Bairstow,15,15,100.0,1,1,0
23,2019,PBKS,Liam Livingstone,3,3,100.0,0,0,0
23,2019,PBKS,Arshdeep Singh,0,4,0.0,0,0,0
23,2019,PBKS,Sam Curran,1,1,100.0,0,0,0
24,2019,RCB,Virat Kohli,3,3,100.0,0,0,0
24,2019,RCB,Faf du Plessis,38,38,100.0,0,2,0
24,2019,RCB,Glenn Maxwell,91,91,100.0,0,6,2
24,2019,RCB,Mohammed Siraj,9,9,100.0,1,0,0
24,2019,RCB,Dinesh Karthik,7,7,100.0,3,0,0
24,2019,GT,Hardik Pandya,0,1,0.0,3,0,0
24,2019,GT,Shubman Gill,1,1,100.0,1,0,0
24,2019,GT,David Miller,21,23,91.3,4,1,0
24,2019,GT,Mohammed Shami,2,2,100.0,0,0,0
24,2019,GT,Rashid Khan,97,101,96.04,0,7,2
25,2019,DC,David Warner,27,27,100.0,0,2,0
25,2019,DC,Prithvi Shaw,16,16,100.0,0,1,0
25,2019,DC,Axar Patel,24,24,100.0,1,1,0
25,2019,DC,Anrich Nortje,1,1,100.0,0,0,0
25,2019,DC,Rishabh Pant,84,84,100.0,1,6,2
25,2019,SRH,Shikhar Dhawan,17,17,100.0,0,1,0
25,2019,SRH,Abhishek Sharma,9,9,100.0,0,0,0
25,2019,SRH,Umran Malik,17,17,100.0,0,1,0
25,2019,SRH,Marco Jansen,24,24,100.0,0,1,0
25,2019,SRH,Heinrich Klaasen,102,102,100.0,3,7,2
26,2019,PBKS,Shikhar Dhawan,33,33,100.0,0,2,0
26,2019,PBKS,Jonny Bairstow,10,10,100.0,1,0,0
26,2019,PBKS,Liam Livingstone,32,32,100.0,0,2,0
26,2019,PBKS,Arshdeep Singh,67,67,100.0,1,5,1
26,2019,PBKS,Sam Curran,83,94,88.3,0,6,2
26,2019,LSG,KL Rahul,26,26,100.0,0,1,0
26,2019,LSG,Quinton de Kock,75,75,100.0,1,5,1
26,2019,LSG,Marcus Stoinis,1,1,100.0,0,0,0
26,2019,LSG,Avesh Khan,13,16,81.25,1,0,0
26,2019,LSG,Ravi Bishnoi,122,130,93.85,0,9,3
27,2019,CSK,MS Dhoni,25,25,100.0,0,1,0
27,2019,CSK,Ruturaj Gaikwad,98,98,100.0,1,7,2
27,2019,CSK,Devon Conway,51,51,100.0,0,3,1
27,2019,CSK,Deepak Chahar,15,15,100.0,0,1,0
27,2019,CSK,Ravindra Jadeja,1,1,100.0,1,0,0
27,2019,MI,Rohit Sharma,46,52,88.46,4,3,1
27,2019,MI,Ishan Kishan,159,159,100.0,0,11,3
27,2019,MI,Suryakumar Yadav,41,49,83.67,2,3,1
27,2019,MI,Jasprit Bumrah,53,54,98.15,0,3,1
27,2019,MI,Hardik Pandya,16,16,100.0,0,1,0
28,2019,RCB,Virat Kohli,86,86,100.0,0,6,2
28,2019,RCB,Faf du Plessis,7,7,100.0,0,0,0
28,2019,RCB,Glenn Maxwell,26,31,83.87,0,1,0
28,2019,RCB,Mohammed Siraj,3,3,100.0,0,0,0
28,2019,RCB,Dinesh Karthik,20,20,100.0,1,1,0
28,2019,SRH,Shikhar Dhawan,20,20,100.0,1,1,0
28,2019,SRH,Abhishek Sharma,22,22,100.0,0,1,0
28,2019,SRH,Umran Malik,58,70,82.86,0,4,1
28,2019,SRH,Marco Jansen,4,4,100.0,0,0,0
28,2019,SRH,Heinrich Klaasen,39,39,100.0,0,2,0
29,2019,MI,Rohit Sharma,34,34,100.0,0,2,0
29,2019,MI,Ishan Kishan,4,4,100.0,0,0,0
29,2019,MI,Suryakumar Yadav,12,12,100.0,0,0,0
29,2019,MI,Jasprit Bumrah,13,13,100.0,0,0,0
29,2019,MI,Hardik Pandya,65,65,100.0,0,4,1
29,2019,LSG,KL Rahul,20,23,86.96,1,1,0
29,2019,LSG,Quinton de Kock,14,15,93.33,0,1,0
29,2019,LSG,Marcus Stoinis,55,55,100.0,2,4,1
29,2019,LSG,Avesh Khan,4,4,100.0,2,0,0
29,2019,LSG,Ravi Bishnoi,18,18,100.0,0,1,0
30,2019,RR,Sanju Samson,17,17,100.0,3,1,0
30,2019,RR,Jos Buttler,18,18,100.0,0,1,0
30,2019,RR,Yashasvi Jaiswal,28,28,100.0,0,2,0
30,2019,RR,Trent Boult,2,2,100.0,0,0,0
30,2019,RR,Ravichandran Ashwin,3,3,100.0,0,0,0
30,2019,LSG,KL Rahul,4,4,100.0,0,0,0
30,2019,LSG,Quinton de Kock,5,5,100.0,0,0,0
30,2019,LSG,Marcus Stoinis,63,63,100.0,0,4,1
30,2019,LSG,Avesh Khan,30,35,85.71,0,2,0
30,2019,LSG,Ravi Bishnoi,5,5,100.0,0,0,0
31,2019,SRH,Shikhar Dhawan,5,5,100.0,0,0,0
31,2019,SRH,Abhishek Sharma,5,5,100.0,0,0,0
31,2019,SRH,Umran Malik,3,3,100.0,0,0,0
31,2019,SRH,Marco Jansen,6,6,100.0,0,0,0
31,2019,SRH,Heinrich Klaasen,19,19,100.0,0,1,0
31,2019,GT,Hardik Pandya,1,1,100.0,1,0,0
31,2019,GT,Shubman Gill,27,32,84.38,0,2,0
31,2019,GT,David Miller,57,57,100.0,2,4,1
31,2019,GT,Mohammed Shami,1,1,100.0,0,0,0
31,2019,GT,Rashid Khan,45,45,100.0,0,3,1
32,2019,SRH,Shikhar Dhawan,5,5,100.0,0,0,0
32,2019,SRH,Abhishek Sharma,12,12,100.0,0,0,0
32,2019,SRH,Umran Malik,26,26,100.0,0,1,0
32,2019,SRH,Marco Jansen,17,17,100.0,0,1,0
32,2019,SRH,Heinrich Klaasen,1,1,100.0,0,0,0
32,2019,PBKS,Shikhar Dhawan,34,39,87.18,1,2,0
32,2019,PBKS,Jonny Bairstow,20,20,100.0,0,1,0
32,2019,PBKS,Liam Livingstone,3,3,100.0,0,0,0
32,2019,PBKS,Arshdeep Singh,21,21,100.0,0,1,0
32,2019,PBKS,Sam Curran,8,9,88.89,0,0,0
33,2019,RR,Sanju Samson,0,1,0.0,0,0,0
33,2019,RR,Jos Buttler,6,6,100.0,0,0,0
33,2019,RR,Yashasvi Jaiswal,3,3,100.0,1,0,0
33,2019,RR,Trent Boult,25,27,92.59,0,1,0
33,2019,RR,Ravichandran Ashwin,43,43,100.0,0,3,1
33,2019,GT,Hardik Pandya,2,2,100.0,0,0,0
33,2019,GT,Shubman Gill,24,27,88.89,0,1,0
33,2019,GT,David Miller,15,15,100.0,0,1,0
33,2019,GT,Mohammed Shami,9,9,100.0,0,0,0
33,2019,GT,Rashid Khan,29,29,100.0,0,2,0
34,2019,CSK,MS Dhoni,12,13,92.31,3,0,0
34,2019,CSK,Ruturaj Gaikwad,26,29,89.66,0,1,0
34,2019,CSK,Devon Conway,3,3,100.0,0,0,0
34,2019,CSK,Deepak Chahar,7,7,100.0,0,0,0
34,2019,CSK,Ravindra Jadeja,5,5,100.0,0,0,0
34,2019,KKR,Shreyas Iyer,5,5,100.0,1,0,0
34,2019,KKR,Venkatesh Iyer,2,2,100.0,0,0,0
34,2019,KKR,Sunil Narine,14,14,100.0,3,1,0
34,2019,KKR,Andre Russell,3,3,100.0,0,0,0
34,2019,KKR,Pat Cummins,97,97,100.0,1,7,2
35,2019,KKR,Shreyas Iyer,47,47,100.0,0,3,1
35,2019,KKR,Venkatesh Iyer,5,6,83.33,0,0,0
35,2019,KKR,Sunil Narine,74,74,100.0,0,5,1
35,2019,KKR,Andre Russell,23,23,100.0,0,1,0
35,2019,KKR,Pat Cummins,41,41,100.0,0,3,1
35,2019,RR,Sanju Samson,10,10,100.0,0,0,0
35,2019,RR,Jos Buttler,19,19,100.0,0,1,0
35,2019,RR,Yashasvi Jaiswal,3,3,100.0,0,0,0
35,2019,RR,Trent Boult,9,9,100.0,0,0,0
35,2019,RR,Ravichandran Ashwin,4,4,100.0,0,0,0
36,2019,CSK,MS Dhoni,21,22,95.45,0,1,0
36,2019,CSK,Ruturaj Gaikwad,11,11,100.0,0,0,0
36,2019,CSK,Devon Conway,1,1,100.0,3,0,0
36,2019,CSK,Deepak Chahar,10,10,100.0,1,0,0
36,2019,CSK,Ravindra Jadeja,8,8,100.0,0,0,0
36,2019,PBKS,Shikhar Dhawan,39,39,100.0,0,2,0
36,2019,PBKS,Jonny Bairstow,17,17,100.0,0,1,0
36,2019,PBKS,Liam Livingstone,12,12,100.0,2,0,0
36,2019,PBKS,Arshdeep Singh,49,49,100.0,3,3,1
36,2019,PBKS,Sam Curran,3,3,100.0,0,0,0
37,2019,DC,David Warner,78,78,100.0,0,5,1
37,2019,DC,Prithvi Shaw,1,1,100.0,0,0,0
37,2019,DC,Axar Patel,23,23,100.0,1,1,0
37,2019,DC,Anrich Nortje,4,4,100.0,1,0,0
37,2019,DC,Rishabh Pant,6,6,100.0,0,0,0
37,2019,LSG,KL Rahul,5,6,83.33,1,0,0
37,2019,LSG,Quinton de Kock,30,30,100.0,0,2,0
37,2019,LSG,Marcus Stoinis,12,12,100.0,1,0,0
37,2019,LSG,Avesh Khan,13,13,100.0,1,0,0
37,2019,LSG,Ravi Bishnoi,16,16,100.0,0,1,0
38,2019,CSK,MS Dhoni,17,17,100.0,0,1,0
38,2019,CSK,Ruturaj Gaikwad,38,38,100.0,0,2,0
38,2019,CSK,Devon Conway,7,7,100.0,1,0,0
38,2019,CSK,Deepak Chahar,13,13,100.0,0,0,0
38,2019,CSK,Ravindra Jadeja,66,66,100.0,0,4,1
38,2019,RR,Sanju Samson,3,3,100.0,2,0,0
38,2019,RR,Jos Buttler,27,27,100.0,0,2,0
38,2019,RR,Yashasvi Jaiswal,4,4,100.0,1,0,0
38,2019,RR,Trent Boult,27,27,100.0,0,2,0
38,2019,RR,Ravichandran Ashwin,62,65,95.38,1,4,1
39,2019,CSK,MS Dhoni,4,4,100.0,0,0,0
39,2019,CSK,Ruturaj Gaikwad,7,7,100.0,0,0,0
39,2019,CSK,Devon Conway,0,5,0.0,0,0,0
39,2019,CSK,Deepak Chahar,40,40,100.0,1,3,1
39,2019,CSK,Ravindra Jadeja,11,11,100.0,1,0,0
39,2019,LSG,KL Rahul,3,3,100.0,1,0,0
39,2019,LSG,Quinton de Kock,3,3,100.0,0,0,0
39,2019,LSG,Marcus Stoinis,44,44,100.0,0,3,1
39,2019,LSG,Avesh Khan,7,7,100.0,0,0,0
39,2019,LSG,Ravi Bishnoi,35,35,100.0,0,2,0
40,2019,MI,Rohit Sharma,33,37,89.19,0,2,0
40,2019,MI,Ishan Kishan,8,8,100.0,0,0,0
40,2019,MI,Suryakumar Yadav,5,5,100.0,1,0,0
40,2019,MI,Jasprit Bumrah,24,24,100.0,0,1,0
40,2019,MI,Hardik Pandya,17,17,100.0,2,1,0
40,2019,RR,Sanju Samson,4,4,100.0,0,0,0
40,2019,RR,Jos Buttler,19,19,100.0,0,1,0
40,2019,RR,Yashasvi Jaiswal,0,3,0.0,1,0,0
40,2019,RR,Trent Boult,75,75,100.0,0,5,1
40,2019,RR,Ravichandran Ashwin,33,34,97.06,2,2,0
41,2020,KKR,Shreyas Iyer,34,34,100.0,0,2,0
41,2020,KKR,Venkatesh Iyer,24,24,100.0,0,1,0
41,2020,KKR,Sunil Narine,15,17,88.24,0,1,0
41,2020,KKR,Andre Russell,76,76,100.0,2,5,1
41,2020,KKR,Pat Cummins,16,16,100.0,0,1,0
41,2020,GT,Hardik Pandya,117,117,100.0,1,8,2
41,2020,GT,Shubman Gill,3,3,100.0,2,0,0
41,2020,GT,David Miller,57,57,100.0,0,4,1
41,2020,GT,Mohammed Shami,25,25,100.0,0,1,0
41,2020,GT,Rashid Khan,1,1,100.0,0,0,0
42,2020,RCB,Virat Kohli,45,45,100.0,0,3,1
42,2020,RCB,Faf du Plessis,11,11,100.0,0,0,0
42,2020,RCB,Glenn Maxwell,21,21,100.0,2,1,0
42,2020,RCB,Mohammed Siraj,11,11,100.0,0,0,0
42,2020,RCB,Dinesh Karthik,37,37,100.0,0,2,0
42,2020,DC,David Warner,7,7,100.0,0,0,0
42,2020,DC,Prithvi Shaw,4,4,100.0,0,0,0
42,2020,DC,Axar Patel,19,19,100.0,0,1,0
42,2020,DC,Anrich Nortje,68,68,100.0,0,5,1
42,2020,DC,Rishabh Pant,24,28,85.71,0,1,0
43,2020,PBKS,Shikhar Dhawan,0,2,0.0,0,0,0
43,2020,PBKS,Jonny Bairstow,5,5,100.0,3,0,0
43,2020,PBKS,Liam Livingstone,4,4,100.0,0,0,0
43,2020,PBKS,Arshdeep Singh,2,2,100.0,4,0,0
43,2020,PBKS,Sam Curran,19,19,100.0,0,1,0
43,2020,LSG,KL Rahul,1,1,100.0,0,0,0
43,2020,LSG,Quinton de Kock,6,6,100.0,1,0,0
43,2020,LSG,Marcus Stoinis,6,6,100.0,0,0,0
43,2020,LSG,Avesh Khan,1,1,100.0,0,0,0
43,2020,LSG,Ravi Bishnoi,23,23,100.0,0,1,0
44,2020,CSK,MS Dhoni,41,41,100.0,0,3,1
44,2020,CSK,Ruturaj Gaikwad,20,20,100.0,0,1,0
44,2020,CSK,Devon Conway,14,14,100.0,0,1,0
44,2020,CSK,Deepak Chahar,4,4,100.0,0,0,0
44,2020,CSK,Ravindra Jadeja,55,55,100.0,2,4,1
44,2020,KKR,Shreyas Iyer,13,13,100.0,0,0,0
44,2020,KKR,Venkatesh Iyer,28,31,90.32,0,2,0
44,2020,KKR,Sunil Narine,0,0,0.0,0,0,0
